,t1,t2,score
41094482,The Thorn in the Heart,The Anthem of the Heart,0.34782608695652173
41095525,The Thorn in the Heart,The Girls in the Band,0.4090909090909091
41096805,The Thorn in the Heart,A Shot in the Dark,0.4090909090909091
41097536,The Thorn in the Heart,Teacher of the Year,0.4090909090909091
41098733,The Thorn in the Heart,The Girl in the Sun,0.4090909090909091
41098761,The Thorn in the Heart,The Boys at the Bar,0.4090909090909091
41099628,The Thorn in the Heart,The House in the Park,0.36363636363636365
41100849,The Thorn in the Heart,The Lady in the Veil,0.4090909090909091
41109823,The Thorn in the Heart,The Reasons of the Heart,0.3333333333333333
41110890,The Thorn in the Heart,They Glow in the Dark,0.36363636363636365
41111784,The Thorn in the Heart,The Desert of the Desert,0.4166666666666667
41118332,The Thorn in the Heart,The Girl in the Fog,0.4090909090909091
41126661,The Thorn in the Heart,A Hole in the Head,0.4090909090909091
41126746,The Thorn in the Heart,The Frog in the Pond,0.4090909090909091
41129723,The Thorn in the Heart,The Crown and the Dragon,0.4166666666666667
41131631,The Thorn in the Heart,The Wolf and the Goat,0.4090909090909091
41132626,The Thorn in the Heart,The Woman in the Cage,0.36363636363636365
41135594,The Thorn in the Heart,Roots in the Heart,0.36363636363636365
41143534,The Thorn in the Heart,The Hole in the Wall,0.36363636363636365
41143845,The Thorn in the Heart,The Wind in the Wheat,0.36363636363636365
41151921,The Thorn in the Heart,The Woman in the Crypt,0.36363636363636365
41155108,The Thorn in the Heart,The Father and the Bear,0.391304347826087
41155517,The Thorn in the Heart,Shoot Me in the Heart,0.36363636363636365
41155698,The Thorn in the Heart,The Night of the Beast,0.4090909090909091
41158343,The Thorn in the Heart,The House in the Heart,0.22727272727272727
41160223,The Thorn in the Heart,The Tooth and the Nail,0.4090909090909091
41161611,The Thorn in the Heart,The School in the Woods,0.391304347826087
41167057,The Thorn in the Heart,The Man in the Cave,0.36363636363636365
41170300,The Thorn in the Heart,The Raven on the Jetty,0.4090909090909091
41172228,The Thorn in the Heart,The Heart and the Sweetheart,0.42857142857142855
41181381,The Thorn in the Heart,The Queen of the Desert,0.391304347826087
41182498,The Thorn in the Heart,The Water in the Bay,0.4090909090909091
41188898,The Thorn in the Heart,The Girl in the Lake,0.36363636363636365
41189326,The Thorn in the Heart,The Heart in the Robot,0.36363636363636365
41191265,The Thorn in the Heart,The Tree on the Wall,0.4090909090909091
41198747,The Thorn in the Heart,The Woman in the River,0.4090909090909091
41199867,The Thorn in the Heart,The Man in the Maze,0.36363636363636365
41201367,The Thorn in the Heart,The Love in the Sun,0.4090909090909091
41202776,The Thorn in the Heart,The Day of the Beast,0.4090909090909091
41207997,The Thorn in the Heart,The Girl in the Mirror,0.4090909090909091
41213561,The Thorn in the Heart,The Way of the Heart,0.3181818181818182
41216929,The Thorn in the Heart,The Untidiness of the Heart,0.4074074074074074
41217157,The Thorn in the Heart,The School in the Cloud,0.391304347826087
41217712,The Thorn in the Heart,The Boy on the Train,0.4090909090909091
41225001,The Thorn in the Heart,The Jade and the Pearl,0.4090909090909091
41226920,The Thorn in the Heart,The Hole in My Head,0.4090909090909091
41229117,The Thorn in the Heart,The Icon of the Season,0.4090909090909091
41230160,The Thorn in the Heart,Like Heaven in the Heart,0.3333333333333333
41235865,The Thorn in the Heart,The Man in the Chair,0.36363636363636365
41236115,The Thorn in the Heart,The Wind in Your Heart,0.4090909090909091
41236499,The Thorn in the Heart,Seasons of the Heart,0.4090909090909091
41243807,The Thorn in the Heart,The Shadow in the Bed,0.4090909090909091
41247300,The Thorn in the Heart,The Road to the West,0.4090909090909091
41248345,The Thorn in the Heart,The Girl on the Beach,0.36363636363636365
41249312,The Thorn in the Heart,The Book of the Sea,0.4090909090909091
41253699,The Thorn in the Heart,The Ark in the Mirage,0.4090909090909091
41253872,The Thorn in the Heart,The Man in the Wall,0.36363636363636365
41255498,The Thorn in the Heart,The Phone in the Attic,0.36363636363636365
41256844,The Thorn in the Heart,The Boy in the Mirror,0.4090909090909091
41276903,I'm In Love With a Church Girl,I'm in Love with a Church Girl,0.06666666666666667
41544111,Girlfriend Boyfriend - GF BF,Girlfriend Boyfriend,0.2857142857142857
41742354,Girlfriend Boyfriend - GF BF,Girlfriend Boyfriend: GF BF,0.07142857142857142
41785796,Winter in Wartime,Winter in Tokyo,0.4117647058823529
41801668,Winter in Wartime,Life in Overtime,0.4117647058823529
41816703,Winter in Wartime,Violins in Wartime,0.3333333333333333
41846933,Winter in Wartime,Winter on Fire,0.35294117647058826
41852043,Winter in Wartime,Winter Vacation,0.4117647058823529
41875317,Winter in Wartime,Hunting in Wartime,0.2777777777777778
41903060,Winter in Wartime,Winter's Watch,0.4117647058823529
41925927,Winter in Wartime,Winter Castle,0.4117647058823529
41930768,Winter in Wartime,Partner in Crime,0.4117647058823529
41960883,Winter in Wartime,Women in Crime,0.4117647058823529
41963010,Winter in Wartime,Winter War,0.4117647058823529
42258020,The Secret of Kells,The Heroes of Evil,0.42105263157894735
42261500,The Secret of Kells,The Story of Sales,0.3684210526315789
42262464,The Secret of Kells,The Heart of Man,0.42105263157894735
42272034,The Secret of Kells,The Stories We Tell,0.42105263157894735
42272670,The Secret of Kells,The Secret Life of Girls,0.3333333333333333
42272793,The Secret of Kells,The Valley of Tears,0.42105263157894735
42273738,The Secret of Kells,The Secret Cross,0.3684210526315789
42281582,The Secret of Kells,The Desire of Ages,0.42105263157894735
42283873,The Secret of Kells,The Secret Kiss,0.3157894736842105
42285323,The Secret of Kells,The Secret of Botticelli,0.2916666666666667
42286271,The Secret of Kells,The Secret Children,0.42105263157894735
42288673,The Secret of Kells,The Shape of Rex,0.42105263157894735
42288936,The Secret of Kells,The Serpent of Gold,0.3684210526315789
42294070,The Secret of Kells,The Secret of Destiny,0.2857142857142857
42297843,The Secret of Kells,The Secret of Wilson Hill,0.36
42300054,The Secret of Kells,The Sentiment of the Flesh,0.4230769230769231
42302396,The Secret of Kells,The Street of Rage,0.42105263157894735
42303857,The Secret of Kells,The Siege of Mecca,0.42105263157894735
42304366,The Secret of Kells,The Three of Us,0.42105263157894735
42304957,The Secret of Kells,The Start of Dreams,0.3684210526315789
42306676,The Secret of Kells,The Art of Zen,0.42105263157894735
42307015,The Secret of Kells,The Secret of a Leader,0.3181818181818182
42308501,The Secret of Kells,The Secret of Italia,0.25
42312591,The Secret of Kells,The Secret of Marrowbone,0.4166666666666667
42313133,The Secret of Kells,The Hill of Hell,0.42105263157894735
42313248,The Secret of Kells,The Act of Killing,0.42105263157894735
42313790,The Secret of Kells,The Secret of Permanency,0.375
42316669,The Secret of Kells,The Secret Truth,0.42105263157894735
42318678,The Secret of Kells,The Spirit of Jazz,0.42105263157894735
42323980,The Secret of Kells,The Secret Life of Pets 2,0.4
42327174,The Secret of Kells,The Secret Life of Owls,0.34782608695652173
42329924,The Secret of Kells,The Merits of Ferrets,0.42857142857142855
42337344,The Secret of Kells,The Secret of Byron Preiss,0.38461538461538464
42342298,The Secret of Kells,The Game of Kings,0.42105263157894735
42344284,The Secret of Kells,The Secrets of Emily Blair,0.38461538461538464
42344542,The Secret of Kells,The Secret Life of Dugongs,0.4230769230769231
42349187,The Secret of Kells,The Secret of Westerplatte,0.38461538461538464
42350411,The Secret of Kells,The Secret Reunion,0.42105263157894735
42373879,The Secret of Kells,The Spirit of Salsa,0.3684210526315789
42374010,The Secret of Kells,The Invasion of Kelly,0.42857142857142855
42379655,The Secret of Kells,The Secret Life of Chaos,0.375
42386391,The Secret of Kells,The Sound of Bells,0.3157894736842105
42387430,The Secret of Kells,The echo of fear,0.42105263157894735
42387921,The Secret of Kells,The Secret Princess,0.3684210526315789
42392504,The Secret of Kells,The Secret Man,0.42105263157894735
42392875,The Secret of Kells,The Secret Place,0.3684210526315789
42397313,The Secret of Kells,The Secret Lives of Dorks,0.4
42400567,The Secret of Kells,The Sea of Dreams,0.42105263157894735
42402168,The Secret of Kells,The Legacy of Menla,0.42105263157894735
42402249,The Secret of Kells,The Secret Life of Money,0.4166666666666667
42409259,The Secret of Kells,The Face of Mercy,0.42105263157894735
42409438,The Secret of Kells,The Secret Village,0.42105263157894735
42413123,The Secret of Kells,The Secret to Ballin,0.3
42415434,The Secret of Kells,The Secret Map of Los Angeles,0.41379310344827586
42419423,The Secret of Kells,The Siege of Malta,0.42105263157894735
42419843,The Secret of Kells,The Secret of the 5 Powers,0.38461538461538464
42428165,The Secret of Kells,The Secret Agent,0.3684210526315789
42429372,The Secret of Kells,The Heart of Nuba,0.42105263157894735
42435003,The Secret of Kells,The Weaver of Raveloe,0.42857142857142855
42435748,The Secret of Kells,The Secret Service,0.42105263157894735
42441304,The Secret of Kells,The Allure of Tears,0.42105263157894735
42443738,The Secret of Kells,The Secret of Arkandias,0.34782608695652173
42445744,The Secret of Kells,The Secret of Evil,0.21052631578947367
42445928,The Secret of Kells,The Secret of Taran Desert,0.4230769230769231
42449502,The Secret of Kells,The Merchant of Death,0.42857142857142855
42449861,The Secret of Kells,The Secret Ingredient,0.42857142857142855
42454199,The Secret of Kells,The Art of Killing,0.42105263157894735
42456797,The Secret of Kells,The Secret Garden,0.3684210526315789
42478142,The Secret of Kells,The Secret of Lituanica,0.391304347826087
42480463,The Secret of Kells,The Spirit of '45,0.42105263157894735
42480811,The Secret of Kells,The Secret Lives of Lovers,0.4230769230769231
42484584,The Secret of Kells,The Verse of Us,0.42105263157894735
42485224,The Secret of Kells,The Secret of Happiness,0.34782608695652173
42486668,The Secret of Kells,The Weight of Salt,0.42105263157894735
42489100,The Secret of Kells,The Sprit of Iris,0.3684210526315789
42492471,The Secret of Kells,The Story of Yes,0.3684210526315789
42492589,The Secret of Kells,The Secret Mission,0.42105263157894735
42493427,The Secret of Kells,The Secret of Berlin,0.2
42494229,The Secret of Kells,The Secret Spell,0.2631578947368421
42497982,The Secret of Kells,The Sex of Angels,0.42105263157894735
42498304,The Secret of Kells,The Secret Trial 5,0.3684210526315789
42498384,The Secret of Kells,The Secret Path,0.42105263157894735
42500422,The Secret of Kells,The Secret Scandal,0.3684210526315789
42504307,The Secret of Kells,The Stones of Okella,0.35
42506410,The Secret of Kells,The Times of Bill,0.42105263157894735
42534658,Titanic 3D,Pirania 3DD,0.36363636363636365
42536715,Titanic 3D,Titanic,0.3
42536872,Titanic 3D,Titanium,0.4
42538419,Titanic 3D,Titanic 3,0.1
42620108,Titanic 3D,Titanic Review,0.42857142857142855
42628999,Titanic 3D,Piranijos 3D,0.4166666666666667
42678042,Titanic 3D,Metallica 3D,0.4166666666666667
42732296,Titanic 3D,Pirania 3D,0.3
42748829,Titanic 3D,Pirana 3D,0.4
43374607,Action Jackson (2014),Action Jackson,0.3333333333333333
43573382,Teenage Mutant Ninja Turtles (2014),Teenage Mutant Ninja Turtles 2,0.14285714285714285
43657872,Teenage Mutant Ninja Turtles (2014),Teenage Mutant Ninja Turtles,0.2
44018523,Film Socialisme,Socialisme,0.3333333333333333
44037653,Film Socialisme,Film Socialism,0.06666666666666667
44049421,Film Socialisme,Film socialisme,0.06666666666666667
44130835,Film Socialisme,The Socialite,0.4
44213683,Film Socialisme,Socialism,0.4
44219235,Film Socialisme,Cine Socialismo,0.26666666666666666
44237921,Film Socialisme,Film socjalizm,0.26666666666666666
44253415,Film Socialisme,Filme Socialismo,0.125
44819874,Forever Young (2015),Forever Your Love,0.4
44848279,Forever Young (2015),Forever Young,0.35
45008121,Born to be Blue,Born to Run,0.4
45012169,Born to be Blue,Bound by Blue,0.3333333333333333
45020661,Born to be Blue,North of Blue,0.4
45067695,Born to be Blue,Born to Be Free,0.26666666666666666
45090017,Born to be Blue,Born to Be Yai,0.3333333333333333
45107297,Born to be Blue,Born Blue,0.4
45110907,Born to be Blue,Born to Dance,0.4
45124938,Born to be Blue,Porn to be free,0.26666666666666666
45125690,Born to be Blue,Born to Be King,0.3333333333333333
45134177,Born to be Blue,Born to Be a Star,0.4117647058823529
45139407,Born to be Blue,Born to Lose,0.4
45145167,Born to be Blue,Boy of Blue,0.4
45157362,Born to be Blue,Born to Love You,0.375
45157448,Born to be Blue,Born to Skate,0.4
45166535,Born to be Blue,Born to Perform,0.4
45182344,Born to be Blue,Born Into the Game,0.3888888888888889
45183877,Born to be Blue,Born to a Man,0.4
45201815,Born to be Blue,Born to Royalty,0.4
45228512,Born to be Blue,Born to Die,0.4
45233151,Born to be Blue,Porn to Be Free,0.3333333333333333
45239639,Born to be Blue,Born to Rewild,0.3333333333333333
45242473,Born to be Blue,Born to Ride,0.4
45245679,Born to be Blue,Born to Be Blue,0.06666666666666667
45551118,Thank You (2011),Thank You a Lot,0.375
45586560,Thank You (2011),Thank You Berty,0.375
45761129,Salt of this Sea,Ways of the Sea,0.3125
45764687,Salt of this Sea,The Call of the Sea,0.42105263157894735
45821147,Salt of this Sea,Soul of the Sea,0.3125
45852777,Salt of this Sea,Sons of the Sea,0.3125
45908913,Salt of this Sea,Monk of the Sea,0.375
45948275,Salt of this Sea,Dale of the Dead,0.375
45970771,Salt of this Sea,Deep of the Sea,0.375
45986866,Salt of this Sea,Tale of the Sea,0.25
46261618,Stuck in Love,Autism in Love,0.35714285714285715
46263395,Stuck in Love,Losers in Love,0.42857142857142855
46268310,Stuck in Love,Blind in Love,0.38461538461538464
46276292,Stuck in Love,Education in Love,0.4117647058823529
46282078,Stuck in Love,Stuck on Neal,0.38461538461538464
46283373,Stuck in Love,24/7 in Love,0.38461538461538464
46287404,Stuck in Love,Freaks in Love,0.35714285714285715
46304316,Stuck in Love,Stuck in Love.,0.07142857142857142
46311096,Stuck in Love,Lost in Love,0.38461538461538464
46316142,Stuck in Love,Jazz in Love,0.38461538461538464
46318055,Stuck in Love,Madly in Love,0.38461538461538464
46325045,Stuck in Love,Struck from Above,0.4117647058823529
46326468,Stuck in Love,Elvis in Love,0.38461538461538464
46336381,Stuck in Love,Stuck in a Jam,0.35714285714285715
46345268,Stuck in Love,Rock N Love,0.38461538461538464
46348544,Stuck in Love,Stream of Love,0.42857142857142855
46349067,Stuck in Love,Stuck with You!,0.4
46350907,Stuck in Love,Future My Love,0.42857142857142855
46364100,Stuck in Love,Lucky in Love,0.23076923076923078
46374574,Stuck in Love,Kids in Love,0.38461538461538464
46381553,Stuck in Love,I Am in Love,0.38461538461538464
46387389,Stuck in Love,Lock-On Love,0.38461538461538464
46388199,Stuck in Love,Drunk on Love,0.3076923076923077
46393929,Stuck in Love,Stuck on Someday,0.375
46403358,Stuck in Love,Fucking in Love,0.3333333333333333
46403480,Stuck in Love,Guia in Love,0.3076923076923077
46413842,Stuck in Love,Mozart in Love,0.42857142857142855
46422569,Stuck in Love,Escort in Love,0.42857142857142855
46425166,Stuck in Love,Almost in Love,0.42857142857142855
46432708,Stuck in Love,Strangely in Love,0.4117647058823529
46433724,Stuck in Love,Man in Love,0.38461538461538464
46441257,Stuck in Love,Woman in Love,0.38461538461538464
46447231,Stuck in Love,Losing in Love,0.42857142857142855
46449194,Stuck in Love,Jack in Love,0.23076923076923078
46460628,Stuck in Love,Spy in Love,0.3076923076923077
46472115,Stuck in Love,Shirin in Love,0.35714285714285715
46476596,Stuck in Love,Schubert in Love,0.375
46480352,Stuck in Love,Crazy in Love,0.38461538461538464
46486350,Stuck in Love,Cities in Love,0.35714285714285715
46487978,Stuck in Love,Sunshine Love,0.38461538461538464
46490577,Stuck in Love,Stitch in Time,0.42857142857142855
46491113,Stuck in Love,Such is Life,0.38461538461538464
46500170,Stuck in Love,Guia In Love,0.38461538461538464
46501390,Stuck in Love,Lack of Love,0.38461538461538464
46503937,Stuck in Love,Burn in Love,0.3076923076923077
46567763,How to be a Latin Lover,How to Be a Writer,0.391304347826087
46568495,How to be a Latin Lover,How to Be a Latin Lover,0.043478260869565216
46589838,How to be a Latin Lover,Como ser un Latin Lover,0.34782608695652173
46661378,How to be a Latin Lover,How to Be a Senior,0.391304347826087
46685180,How to be a Latin Lover,How to Be a French Lover,0.2916666666666667
46695577,How to be a Latin Lover,How to be cool in College,0.4
46704317,How to be a Latin Lover,How He Fell in Love,0.391304347826087
46832343,Thank You for Your Service (2017),Thank You for Your Service,0.21212121212121213
46841735,Thank You for Your Service (2017),Thank You For Your Service,0.24242424242424243
47129163,Logan (2017),Vegan 2017,0.3333333333333333
47339676,A Nightmare on Elm Street (2010),A Nightmare on Elm Street,0.21875
47345521,A Nightmare on Elm Street (2010),A Nightmare on Elm Street 9,0.1875
47367773,A Nightmare on Elm Street (2010),Nightmare on Elmo's Street,0.375
47382403,A Nightmare on Elm Street (2010),Nightmare on 34th Street,0.40625
47530585,Army of Crime,Circle of Crime,0.3333333333333333
47561838,Army of Crime,King of Crime,0.3076923076923077
47572109,Army of Crime,Drug of Choice,0.42857142857142855
47610781,Army of Crime,Summary of Crimes,0.35294117647058826
47621615,Army of Crime,Out of Crimes,0.38461538461538464
47629025,Army of Crime,Taste of Crime,0.35714285714285715
47633118,Army of Crime,Moods of Crime,0.35714285714285715
47644999,Army of Crime,Wave of Crimes,0.35714285714285715
47655482,Army of Crime,Arrow of Time,0.38461538461538464
47680917,Army of Crime,Art of Courage,0.42857142857142855
47691075,Army of Crime,Arrows of Time,0.42857142857142855
47691243,Army of Crime,Crime After Crime,0.4117647058823529
47706256,Army of Crime,Art of Life,0.38461538461538464
47711849,Army of Crime,Women in Crime,0.42857142857142855
47724423,Army of Crime,Army of One,0.3076923076923077
47751508,Army of Crime,Elegy of a Crime,0.375
48309625,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica the Movie Part II: Eternal,0.28846153846153844
48323561,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica Parte 2 - La storia infinita,0.42592592592592593
48342651,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica the Movie Part I: The Beginning Story,0.3492063492063492
48351338,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica Parte 3 - La storia della ribellione,0.3709677419354839
48408987,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica the Movie Part III: Rebellion,0.16363636363636364
48460922,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica Parte 1 - L'inizio della storia,0.42105263157894735
48477905,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica: Rebellion,0.21739130434782608
48478746,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica the Movie Part 2: Eternal,0.29411764705882354
48497174,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica the Movie Part II: The Eternal Story,0.3387096774193548
48500054,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica the Movie Part 1: Beginnings,0.2777777777777778
48501009,Puella Magi Madoka Magica the Movie: Rebellion,Puella Magi Madoka Magica the Movie Part III: The Rebellion Story,0.2923076923076923
48766189,Deliver Us From Evil,Deliverance from Evil,0.23809523809523808
48766772,Deliver Us From Evil,Deliver Us from Evil,0.05
48989453,Deliver Us From Evil,But Deliver Us from Evil,0.20833333333333334
49292446,Daybreakers,Daybreak,0.2727272727272727
49296342,Daybreakers,Daydreams,0.36363636363636365
49383984,Daybreakers,Timebreakers 2,0.42857142857142855
49406257,Daybreakers,Heartbreakers,0.3076923076923077
49426914,Daybreakers,Darkstalkers,0.4166666666666667
49427915,Daybreakers,Daysleepers,0.36363636363636365
49428569,Daybreakers,Shipbreakers,0.3333333333333333
49432685,Daybreakers,Wave Breakers,0.38461538461538464
49437575,Daybreakers,Caretakers,0.36363636363636365
49449771,Daybreakers,Daydreamers,0.18181818181818182
49463913,Daybreakers,Hard Breakers,0.38461538461538464
49484774,Daybreakers,Dreamers,0.36363636363636365
49495272,Daybreakers,Ball Breakers,0.38461538461538464
49557470,Oz The Great and Powerful,Oz the Great and Powerful,0.04
50233795,Power Rangers (2017),Power Rangers,0.35
50234297,Power Rangers (2017),Power Rangers: Zenith,0.3333333333333333
50372143,Fireflies in the Garden,Fireflies in the Abyss,0.2608695652173913
50401712,Fireflies in the Garden,Venus in the Garden,0.30434782608695654
50405156,Fireflies in the Garden,Fireworks on the Brain,0.391304347826087
50500516,Fireflies in the Garden,Trouble in the Garden,0.30434782608695654
50536468,44 Inch Chest,34 Inches,0.38461538461538464
50793569,Captive (2015),Captive State,0.42857142857142855
50828076,Captive (2015),Captive Hearts,0.42857142857142855
50875890,Captive (2015),Captive Market,0.42857142857142855
50889716,Captive (2015),Captive Beauty,0.42857142857142855
51037849,Bicycling with Moliere,Reckoning with Torture,0.4090909090909091
51072900,Bicycling with Moliere,Cycling with Molière,0.18181818181818182
51183485,Bicycling with Moliere,Playing with Fire,0.4090909090909091
51198206,Bicycling with Moliere,Dancing with Monica,0.4090909090909091
51217838,Bicycling with Moliere,Bicycling with Molière,0.045454545454545456
51406590,Beautiful Creatures (2013),Beautiful Creatures,0.2692307692307692
51517098,Masquerade (2012),Masquerade,0.4117647058823529
51576966,Masquerade (2012),Masquerades,0.4117647058823529
51650783,Masquerade (2012),Masquerade Hotel,0.35294117647058826
51760185,The Office,The Mime,0.4
51760478,The Office,The Price,0.3
51763270,The Office,The Device,0.3
51765023,The Office,The Vine,0.4
51765113,The Office,The Prince,0.4
51766022,The Office,The Suite,0.4
51766115,The Office,The Pipe,0.4
51768155,The Office,The Outfield,0.4166666666666667
51772609,The Office,The Sick,0.4
51776114,The Office,The race,0.4
51784022,The Office,Z-Office,0.4
51784804,The Office,The Fire,0.4
51787437,The Office,The Confines,0.4166666666666667
51788034,The Office,The Fence,0.4
51789028,The Office,The Outing,0.4
51791615,The Office,The Vibe,0.4
51794289,The Office,The Enforcer,0.4166666666666667
51796306,The Office,The Elite,0.4
51796789,The Office,The Difference,0.42857142857142855
51797780,The Office,The Recce,0.4
51801184,The Office,The Motive,0.4
51808625,The Office,The Canticle,0.4166666666666667
51810730,The Office,The File,0.4
51811385,The Office,The guide,0.4
51812535,The Office,The Mobile,0.4
51820886,The Office,The Line,0.4
51823520,The Office,The Audience,0.4166666666666667
51826578,The Office,The Voice,0.3
51831458,The Office,The Rise,0.4
51831949,The Office,The Bonfire,0.36363636363636365
51832096,The Office,The Hike,0.4
51834043,The Office,The Offering,0.3333333333333333
51836163,The Office,Office,0.4
51836693,The Office,The Chance,0.4
51836995,The Office,The Lie,0.4
51840887,The Office,The Edict,0.4
51841360,The Office,The Surface,0.36363636363636365
51843228,The Office,The Hive,0.4
51843424,The Office,The Life,0.4
51844042,The Office,The Offer,0.3
51847461,The Office,The Noise,0.4
51847623,The Office,The Coffin,0.4
51848412,The Office,The Oval Office,0.3333333333333333
51853923,The Office,The prince,0.4
51861288,The Office,The Prize,0.4
51866940,The Office,The Inside,0.4
51867726,The Office,The Offended,0.3333333333333333
51882291,The Office,The Ruffian,0.36363636363636365
51883475,The Office,The Hospice,0.36363636363636365
51888145,The Office,The Outsider,0.4166666666666667
51891648,The Office,The Service,0.36363636363636365
51893969,The Office,The Afflicted,0.3076923076923077
51894041,The Office,The Upside,0.4
51894557,The Office,The Dance,0.4
51895626,The Office,The Orion,0.4
51896501,The Office,The Chime,0.4
51897115,The Office,The Traffickers,0.4
51897807,The Office,The Dive,0.4
51898983,The Office,The Defiled,0.36363636363636365
51900250,The Office,Peace Officer,0.38461538461538464
51902839,The Office,The Force,0.4
51903377,The Office,The Medic,0.4
51905255,The Office,The Oracle,0.4
51910363,The Office,The Infected,0.4166666666666667
51914134,The Office,The Five,0.4
51922816,The Office,The Niece,0.4
51928970,The Office,The One,0.4
51932768,The Office,The Attic,0.4
51933315,The Office,The Bride,0.4
51936349,The Office,The Crime,0.4
51936535,The Office,The Shrine,0.4
51936556,The Office,The Domicile,0.4166666666666667
51937032,The Office,The Z Effect,0.4166666666666667
51939315,The Office,The Kite,0.4
51940475,The Office,The Exile,0.4
51946599,The Office,The Addicted,0.4166666666666667
51950087,The Office,The Infidel,0.36363636363636365
51951376,The Office,The Nine,0.4
51952483,The Office,The Voices,0.4
51956379,The Office,The Guide,0.4
51959908,The Office,The Place,0.4
51960259,The Office,The One Ticket,0.42857142857142855
51962498,The Office,The Kick,0.4
51963577,The Office,The Recipe,0.4
51967730,The Office,The Oasis,0.4
51968198,The Office,The Race,0.4
51970591,The Office,The Sacrifice,0.38461538461538464
51975540,The Office,The Strike,0.4
51976170,The Office,The Palace,0.4
51976946,The Office,The Trace,0.4
51977336,The Office,The Ride,0.4
51983544,The Office,The Mimic,0.4
51983937,The Office,The Sauce,0.4
51986210,The Office,The Face,0.4
51986372,The Office,The Affair,0.4
51986459,The Office,The Divide,0.4
51989768,The Office,The Inflicted,0.38461538461538464
51994594,The Office,The Movie,0.4
51998719,The Office,The Mine,0.4
52005878,The Office,The Source,0.4
52007835,The Office,The Knife,0.4
52038823,The Monkey King 2 in 3D,The Monkey King 2,0.2608695652173913
52065865,The Monkey King 2 in 3D,The Monkey King 3: Kingdom of Women,0.42857142857142855
52070808,The Monkey King 2 in 3D,The Monkey King 3: Land of Beauty,0.42424242424242425
52155082,The Monkey King 2 in 3D,The Monkey King,0.34782608695652173
52509676,In the Name Of,In the Name of God,0.2777777777777778
52530467,In the Name Of,In the Wake of Love,0.42105263157894735
52548298,In the Name Of,In the Stream,0.42857142857142855
52553212,In the Name Of,In Her Name,0.42857142857142855
52557011,In the Name Of,In the Night,0.42857142857142855
52557230,In the Name Of,In the Camp,0.35714285714285715
52570257,In the Name Of,I'm the Same,0.42857142857142855
52574095,In the Name Of,In the Forest,0.42857142857142855
52590413,In the Name Of,In the East,0.42857142857142855
52599146,In the Name Of,In the Heart,0.42857142857142855
52603219,In the Name Of,Into the Game,0.42857142857142855
52609104,In the Name Of,In the French,0.42857142857142855
52612326,In the Name Of,In the Name of Ben Hur,0.4090909090909091
52614440,In the Name Of,In the Name of Love,0.3157894736842105
52620492,In the Name Of,In the Deep,0.42857142857142855
52623232,In the Name Of,In Our Name,0.42857142857142855
52626723,In the Name Of,In the Can,0.42857142857142855
52650663,In the Name Of,In the Name of Jihad,0.35
52655299,In the Name Of,In the Waves,0.35714285714285715
52659192,In the Name Of,In the Family,0.35714285714285715
52660281,In the Name Of,In the Real,0.42857142857142855
52663630,In the Name Of,In the Fade,0.35714285714285715
52664825,In the Name Of,In the Open,0.42857142857142855
52667985,In the Name Of,In the Dark,0.42857142857142855
52670628,In the Name Of,In the Same Garden,0.3888888888888889
52674620,In the Name Of,In the Same Boat,0.3125
52681265,In the Name Of,In the Hero,0.42857142857142855
52683337,In the Name Of,In the Game,0.2857142857142857
52684589,In the Name Of,On the wave,0.42857142857142855
52685356,In the Name Of,On the Water,0.42857142857142855
52689628,In the Name Of,In the Mode,0.42857142857142855
52692397,In the Name Of,In the Flesh,0.42857142857142855
52693903,In the Name Of,In the Name of Honor,0.35
52696081,In the Name Of,In the River,0.42857142857142855
52697010,In the Name Of,In the Name of,0.07142857142857142
52700583,In the Name Of,In the Name of Bavutty,0.4090909090909091
52700868,In the Name Of,In the Name of Tai,0.2777777777777778
52702406,In the Name Of,In the Pines,0.42857142857142855
52702419,In the Name Of,Under the Same Roof,0.42105263157894735
52705029,In the Name Of,In the Hive,0.42857142857142855
52713535,In the Name Of,In the Cage,0.35714285714285715
52738316,In the Name Of,In the Dark Half,0.375
52749597,In the Name Of,In the Valley,0.42857142857142855
52751669,In the Name Of,In the Name of the Son,0.4090909090909091
52781692,Nitro Circus the Movie 3D,Nitro Circus: The Movie,0.2
52991683,Nitro Circus the Movie 3D,Nitro Circus 3D,0.4
53012314,Kid With a Bike,The Kid with a Bike,0.2631578947368421
53342646,Star Wars: Episode I - The Phantom Menace (in 3D),Star Wars: Episode VIII - The Last Jedi,0.40816326530612246
53418179,Star Wars: Episode I - The Phantom Menace (in 3D),Star Wars: Episode VII - The Force Awakens,0.40816326530612246
